[INFO] config loaded: ../config.yaml
[INFO] mode: MOCK (no UDP, no XHand)
[INFO] loaded ../example.json (mock source)
[tick   1] L: [+0.498, -0.175, +0.000, +0.000, +0.229, +0.227, +0.023, +0.091, +0.159, +0.244, +0.431, +0.544] R: [+0.249, -0.175, +0.021, +0.000, +0.134, +0.191, +0.070, +0.106, +0.033, +0.085, +0.201, +0.248]
[tick   2] L: [+0.498, -0.175, +0.000, +0.000, +0.229, +0.227, +0.023, +0.091, +0.159, +0.244, +0.431, +0.544] R: [+0.249, -0.175, +0.021, +0.000, +0.134, +0.191, +0.070, +0.106, +0.033, +0.085, +0.201, +0.248]
[tick   3] L: [+0.498, -0.175, +0.000, +0.000, +0.229, +0.227, +0.023, +0.091, +0.159, +0.244, +0.431, +0.544] R: [+0.249, -0.175, +0.021, +0.000, +0.134, +0.191, +0.070, +0.106, +0.033, +0.085, +0.201, +0.248]
[tick   4] L: [+0.498, -0.175, +0.000, +0.000, +0.229, +0.227, +0.023, +0.091, +0.159, +0.244, +0.431, +0.544] R: [+0.249, -0.175, +0.021, +0.000, +0.134, +0.191, +0.070, +0.106, +0.033, +0.085, +0.201, +0.248]
[tick   5] L: [+0.498, -0.175, +0.000, +0.000, +0.229, +0.227, +0.023, +0.091, +0.159, +0.244, +0.431, +0.544] R: [+0.249, -0.175, +0.021, +0.000, +0.134, +0.191, +0.070, +0.106, +0.033, +0.085, +0.201, +0.248]
[tick   6] L: [+0.498, -0.175, +0.000, +0.000, +0.229, +0.227, +0.023, +0.091, +0.159, +0.244, +0.431, +0.544] R: [+0.249, -0.175, +0.021, +0.000, +0.134, +0.191, +0.070, +0.106, +0.033, +0.085, +0.201, +0.248]
[tick   7] L: [+0.498, -0.175, +0.000, +0.000, +0.229, +0.227, +0.023, +0.091, +0.159, +0.244, +0.431, +0.544] R: [+0.249, -0.175, +0.021, +0.000, +0.134, +0.191, +0.070, +0.106, +0.033, +0.085, +0.201, +0.248]
[tick   8] L: [+0.498, -0.175, +0.000, +0.000, +0.229, +0.227, +0.023, +0.091, +0.159, +0.244, +0.431, +0.544] R: [+0.249, -0.175, +0.021, +0.000, +0.134, +0.191, +0.070, +0.106, +0.033, +0.085, +0.201, +0.248]
[tick   9] L: [+0.498, -0.175, +0.000, +0.000, +0.229, +0.227, +0.023, +0.091, +0.159, +0.244, +0.431, +0.544] R: [+0.249, -0.175, +0.021, +0.000, +0.134, +0.191, +0.070, +0.106, +0.033, +0.085, +0.201, +0.248]
[tick  10] L: [+0.498, -0.175, +0.000, +0.000, +0.229, +0.227, +0.023, +0.091, +0.159, +0.244, +0.431, +0.544] R: [+0.249, -0.175, +0.021, +0.000, +0.134, +0.191, +0.070, +0.106, +0.033, +0.085, +0.201, +0.248]
[tick  11] L: [+0.498, -0.175, +0.000, +0.000, +0.229, +0.227, +0.023, +0.091, +0.159, +0.244, +0.431, +0.544] R: [+0.249, -0.175, +0.021, +0.000, +0.134, +0.191, +0.070, +0.106, +0.033, +0.085, +0.201, +0.248]
[tick  12] L: [+0.498, -0.175, +0.000, +0.000, +0.229, +0.227, +0.023, +0.091, +0.159, +0.244, +0.431, +0.544] R: [+0.249, -0.175, +0.021, +0.000, +0.134, +0.191, +0.070, +0.106, +0.033, +0.085, +0.201, +0.248]
[tick  13] L: [+0.498, -0.175, +0.000, +0.000, +0.229, +0.227, +0.023, +0.091, +0.159, +0.244, +0.431, +0.544] R: [+0.249, -0.175, +0.021, +0.000, +0.134, +0.191, +0.070, +0.106, +0.033, +0.085, +0.201, +0.248]
[tick  14] L: [+0.498, -0.175, +0.000, +0.000, +0.229, +0.227, +0.023, +0.091, +0.159, +0.244, +0.431, +0.544] R: [+0.249, -0.175, +0.021, +0.000, +0.134, +0.191, +0.070, +0.106, +0.033, +0.085, +0.201, +0.248]
[tick  15] L: [+0.498, -0.175, +0.000, +0.000, +0.229, +0.227, +0.023, +0.091, +0.159, +0.244, +0.431, +0.544] R: [+0.249, -0.175, +0.021, +0.000, +0.134, +0.191, +0.070, +0.106, +0.033, +0.085, +0.201, +0.248]
[tick  16] L: [+0.498, -0.175, +0.000, +0.000, +0.229, +0.227, +0.023, +0.091, +0.159, +0.244, +0.431, +0.544] R: [+0.249, -0.175, +0.021, +0.000, +0.134, +0.191, +0.070, +0.106, +0.033, +0.085, +0.201, +0.248]
[tick  17] L: [+0.498, -0.175, +0.000, +0.000, +0.229, +0.227, +0.023, +0.091, +0.159, +0.244, +0.431, +0.544] R: [+0.249, -0.175, +0.021, +0.000, +0.134, +0.191, +0.070, +0.106, +0.033, +0.085, +0.201, +0.248]
[tick  18] L: [+0.498, -0.175, +0.000, +0.000, +0.229, +0.227, +0.023, +0.091, +0.159, +0.244, +0.431, +0.544] R: [+0.249, -0.175, +0.021, +0.000, +0.134, +0.191, +0.070, +0.106, +0.033, +0.085, +0.201, +0.248]
[tick  19] L: [+0.498, -0.175, +0.000, +0.000, +0.229, +0.227, +0.023, +0.091, +0.159, +0.244, +0.431, +0.544] R: [+0.249, -0.175, +0.021, +0.000, +0.134, +0.191, +0.070, +0.106, +0.033, +0.085, +0.201, +0.248]
[tick  20] L: [+0.498, -0.175, +0.000, +0.000, +0.229, +0.227, +0.023, +0.091, +0.159, +0.244, +0.431, +0.544] R: [+0.249, -0.175, +0.021, +0.000, +0.134, +0.191, +0.070, +0.106, +0.033, +0.085, +0.201, +0.248]
[tick  21] L: [+0.498, -0.175, +0.000, +0.000, +0.229, +0.227, +0.023, +0.091, +0.159, +0.244, +0.431, +0.544] R: [+0.249, -0.175, +0.021, +0.000, +0.134, +0.191, +0.070, +0.106, +0.033, +0.085, +0.201, +0.248]
[tick  22] L: [+0.498, -0.175, +0.000, +0.000, +0.229, +0.227, +0.023, +0.091, +0.159, +0.244, +0.431, +0.544] R: [+0.249, -0.175, +0.021, +0.000, +0.134, +0.191, +0.070, +0.106, +0.033, +0.085, +0.201, +0.248]
[tick  23] L: [+0.498, -0.175, +0.000, +0.000, +0.229, +0.227, +0.023, +0.091, +0.159, +0.244, +0.431, +0.544] R: [+0.249, -0.175, +0.021, +0.000, +0.134, +0.191, +0.070, +0.106, +0.033, +0.085, +0.201, +0.248]
[tick  24] L: [+0.498, -0.175, +0.000, +0.000, +0.229, +0.227, +0.023, +0.091, +0.159, +0.244, +0.431, +0.544] R: [+0.249, -0.175, +0.021, +0.000, +0.134, +0.191, +0.070, +0.106, +0.033, +0.085, +0.201, +0.248]
[tick  25] L: [+0.498, -0.175, +0.000, +0.000, +0.229, +0.227, +0.023, +0.091, +0.159, +0.244, +0.431, +0.544] R: [+0.249, -0.175, +0.021, +0.000, +0.134, +0.191, +0.070, +0.106, +0.033, +0.085, +0.201, +0.248]
[tick  26] L: [+0.498, -0.175, +0.000, +0.000, +0.229, +0.227, +0.023, +0.091, +0.159, +0.244, +0.431, +0.544] R: [+0.249, -0.175, +0.021, +0.000, +0.134, +0.191, +0.070, +0.106, +0.033, +0.085, +0.201, +0.248]
[tick  27] L: [+0.498, -0.175, +0.000, +0.000, +0.229, +0.227, +0.023, +0.091, +0.159, +0.244, +0.431, +0.544] R: [+0.249, -0.175, +0.021, +0.000, +0.134, +0.191, +0.070, +0.106, +0.033, +0.085, +0.201, +0.248]
[tick  28] L: [+0.498, -0.175, +0.000, +0.000, +0.229, +0.227, +0.023, +0.091, +0.159, +0.244, +0.431, +0.544] R: [+0.249, -0.175, +0.021, +0.000, +0.134, +0.191, +0.070, +0.106, +0.033, +0.085, +0.201, +0.248]
[tick  29] L: [+0.498, -0.175, +0.000, +0.000, +0.229, +0.227, +0.023, +0.091, +0.159, +0.244, +0.431, +0.544] R: [+0.249, -0.175, +0.021, +0.000, +0.134, +0.191, +0.070, +0.106, +0.033, +0.085, +0.201, +0.248]
[tick  30] L: [+0.498, -0.175, +0.000, +0.000, +0.229, +0.227, +0.023, +0.091, +0.159, +0.244, +0.431, +0.544] R: [+0.249, -0.175, +0.021, +0.000, +0.134, +0.191, +0.070, +0.106, +0.033, +0.085, +0.201, +0.248]
[tick  31] L: [+0.498, -0.175, +0.000, +0.000, +0.229, +0.227, +0.023, +0.091, +0.159, +0.244, +0.431, +0.544] R: [+0.249, -0.175, +0.021, +0.000, +0.134, +0.191, +0.070, +0.106, +0.033, +0.085, +0.201, +0.248]
[tick  32] L: [+0.498, -0.175, +0.000, +0.000, +0.229, +0.227, +0.023, +0.091, +0.159, +0.244, +0.431, +0.544] R: [+0.249, -0.175, +0.021, +0.000, +0.134, +0.191, +0.070, +0.106, +0.033, +0.085, +0.201, +0.248]
[tick  33] L: [+0.498, -0.175, +0.000, +0.000, +0.229, +0.227, +0.023, +0.091, +0.159, +0.244, +0.431, +0.544] R: [+0.249, -0.175, +0.021, +0.000, +0.134, +0.191, +0.070, +0.106, +0.033, +0.085, +0.201, +0.248]
[tick  34] L: [+0.498, -0.175, +0.000, +0.000, +0.229, +0.227, +0.023, +0.091, +0.159, +0.244, +0.431, +0.544] R: [+0.249, -0.175, +0.021, +0.000, +0.134, +0.191, +0.070, +0.106, +0.033, +0.085, +0.201, +0.248]
[tick  35] L: [+0.498, -0.175, +0.000, +0.000, +0.229, +0.227, +0.023, +0.091, +0.159, +0.244, +0.431, +0.544] R: [+0.249, -0.175, +0.021, +0.000, +0.134, +0.191, +0.070, +0.106, +0.033, +0.085, +0.201, +0.248]
[tick  36] L: [+0.498, -0.175, +0.000, +0.000, +0.229, +0.227, +0.023, +0.091, +0.159, +0.244, +0.431, +0.544] R: [+0.249, -0.175, +0.021, +0.000, +0.134, +0.191, +0.070, +0.106, +0.033, +0.085, +0.201, +0.248]
[tick  37] L: [+0.498, -0.175, +0.000, +0.000, +0.229, +0.227, +0.023, +0.091, +0.159, +0.244, +0.431, +0.544] R: [+0.249, -0.175, +0.021, +0.000, +0.134, +0.191, +0.070, +0.106, +0.033, +0.085, +0.201, +0.248]
[tick  38] L: [+0.498, -0.175, +0.000, +0.000, +0.229, +0.227, +0.023, +0.091, +0.159, +0.244, +0.431, +0.544] R: [+0.249, -0.175, +0.021, +0.000, +0.134, +0.191, +0.070, +0.106, +0.033, +0.085, +0.201, +0.248]
[tick  39] L: [+0.498, -0.175, +0.000, +0.000, +0.229, +0.227, +0.023, +0.091, +0.159, +0.244, +0.431, +0.544] R: [+0.249, -0.175, +0.021, +0.000, +0.134, +0.191, +0.070, +0.106, +0.033, +0.085, +0.201, +0.248]
[tick  40] L: [+0.498, -0.175, +0.000, +0.000, +0.229, +0.227, +0.023, +0.091, +0.159, +0.244, +0.431, +0.544] R: [+0.249, -0.175, +0.021, +0.000, +0.134, +0.191, +0.070, +0.106, +0.033, +0.085, +0.201, +0.248]
[tick  41] L: [+0.498, -0.175, +0.000, +0.000, +0.229, +0.227, +0.023, +0.091, +0.159, +0.244, +0.431, +0.544] R: [+0.249, -0.175, +0.021, +0.000, +0.134, +0.191, +0.070, +0.106, +0.033, +0.085, +0.201, +0.248]
[tick  42] L: [+0.498, -0.175, +0.000, +0.000, +0.229, +0.227, +0.023, +0.091, +0.159, +0.244, +0.431, +0.544] R: [+0.249, -0.175, +0.021, +0.000, +0.134, +0.191, +0.070, +0.106, +0.033, +0.085, +0.201, +0.248]
[tick  43] L: [+0.498, -0.175, +0.000, +0.000, +0.229, +0.227, +0.023, +0.091, +0.159, +0.244, +0.431, +0.544] R: [+0.249, -0.175, +0.021, +0.000, +0.134, +0.191, +0.070, +0.106, +0.033, +0.085, +0.201, +0.248]
[tick  44] L: [+0.498, -0.175, +0.000, +0.000, +0.229, +0.227, +0.023, +0.091, +0.159, +0.244, +0.431, +0.544] R: [+0.249, -0.175, +0.021, +0.000, +0.134, +0.191, +0.070, +0.106, +0.033, +0.085, +0.201, +0.248]
[tick  45] L: [+0.498, -0.175, +0.000, +0.000, +0.229, +0.227, +0.023, +0.091, +0.159, +0.244, +0.431, +0.544] R: [+0.249, -0.175, +0.021, +0.000, +0.134, +0.191, +0.070, +0.106, +0.033, +0.085, +0.201, +0.248]
[tick  46] L: [+0.498, -0.175, +0.000, +0.000, +0.229, +0.227, +0.023, +0.091, +0.159, +0.244, +0.431, +0.544] R: [+0.249, -0.175, +0.021, +0.000, +0.134, +0.191, +0.070, +0.106, +0.033, +0.085, +0.201, +0.248]
[tick  47] L: [+0.498, -0.175, +0.000, +0.000, +0.229, +0.227, +0.023, +0.091, +0.159, +0.244, +0.431, +0.544] R: [+0.249, -0.175, +0.021, +0.000, +0.134, +0.191, +0.070, +0.106, +0.033, +0.085, +0.201, +0.248]
[tick  48] L: [+0.498, -0.175, +0.000, +0.000, +0.229, +0.227, +0.023, +0.091, +0.159, +0.244, +0.431, +0.544] R: [+0.249, -0.175, +0.021, +0.000, +0.134, +0.191, +0.070, +0.106, +0.033, +0.085, +0.201, +0.248]
[tick  49] L: [+0.498, -0.175, +0.000, +0.000, +0.229, +0.227, +0.023, +0.091, +0.159, +0.244, +0.431, +0.544] R: [+0.249, -0.175, +0.021, +0.000, +0.134, +0.191, +0.070, +0.106, +0.033, +0.085, +0.201, +0.248]
[tick  50] L: [+0.498, -0.175, +0.000, +0.000, +0.229, +0.227, +0.023, +0.091, +0.159, +0.244, +0.431, +0.544] R: [+0.249, -0.175, +0.021, +0.000, +0.134, +0.191, +0.070, +0.106, +0.033, +0.085, +0.201, +0.248]
[tick  51] L: [+0.498, -0.175, +0.000, +0.000, +0.229, +0.227, +0.023, +0.091, +0.159, +0.244, +0.431, +0.544] R: [+0.249, -0.175, +0.021, +0.000, +0.134, +0.191, +0.070, +0.106, +0.033, +0.085, +0.201, +0.248]
[tick  52] L: [+0.498, -0.175, +0.000, +0.000, +0.229, +0.227, +0.023, +0.091, +0.159, +0.244, +0.431, +0.544] R: [+0.249, -0.175, +0.021, +0.000, +0.134, +0.191, +0.070, +0.106, +0.033, +0.085, +0.201, +0.248]
[tick  53] L: [+0.498, -0.175, +0.000, +0.000, +0.229, +0.227, +0.023, +0.091, +0.159, +0.244, +0.431, +0.544] R: [+0.249, -0.175, +0.021, +0.000, +0.134, +0.191, +0.070, +0.106, +0.033, +0.085, +0.201, +0.248]
[tick  54] L: [+0.498, -0.175, +0.000, +0.000, +0.229, +0.227, +0.023, +0.091, +0.159, +0.244, +0.431, +0.544] R: [+0.249, -0.175, +0.021, +0.000, +0.134, +0.191, +0.070, +0.106, +0.033, +0.085, +0.201, +0.248]
[tick  55] L: [+0.498, -0.175, +0.000, +0.000, +0.229, +0.227, +0.023, +0.091, +0.159, +0.244, +0.431, +0.544] R: [+0.249, -0.175, +0.021, +0.000, +0.134, +0.191, +0.070, +0.106, +0.033, +0.085, +0.201, +0.248]
[tick  56] L: [+0.498, -0.175, +0.000, +0.000, +0.229, +0.227, +0.023, +0.091, +0.159, +0.244, +0.431, +0.544] R: [+0.249, -0.175, +0.021, +0.000, +0.134, +0.191, +0.070, +0.106, +0.033, +0.085, +0.201, +0.248]
[tick  57] L: [+0.498, -0.175, +0.000, +0.000, +0.229, +0.227, +0.023, +0.091, +0.159, +0.244, +0.431, +0.544] R: [+0.249, -0.175, +0.021, +0.000, +0.134, +0.191, +0.070, +0.106, +0.033, +0.085, +0.201, +0.248]
[tick  58] L: [+0.498, -0.175, +0.000, +0.000, +0.229, +0.227, +0.023, +0.091, +0.159, +0.244, +0.431, +0.544] R: [+0.249, -0.175, +0.021, +0.000, +0.134, +0.191, +0.070, +0.106, +0.033, +0.085, +0.201, +0.248]
[tick  59] L: [+0.498, -0.175, +0.000, +0.000, +0.229, +0.227, +0.023, +0.091, +0.159, +0.244, +0.431, +0.544] R: [+0.249, -0.175, +0.021, +0.000, +0.134, +0.191, +0.070, +0.106, +0.033, +0.085, +0.201, +0.248]
[tick  60] L: [+0.498, -0.175, +0.000, +0.000, +0.229, +0.227, +0.023, +0.091, +0.159, +0.244, +0.431, +0.544] R: [+0.249, -0.175, +0.021, +0.000, +0.134, +0.191, +0.070, +0.106, +0.033, +0.085, +0.201, +0.248]
[tick  61] L: [+0.498, -0.175, +0.000, +0.000, +0.229, +0.227, +0.023, +0.091, +0.159, +0.244, +0.431, +0.544] R: [+0.249, -0.175, +0.021, +0.000, +0.134, +0.191, +0.070, +0.106, +0.033, +0.085, +0.201, +0.248]
[tick  62] L: [+0.498, -0.175, +0.000, +0.000, +0.229, +0.227, +0.023, +0.091, +0.159, +0.244, +0.431, +0.544] R: [+0.249, -0.175, +0.021, +0.000, +0.134, +0.191, +0.070, +0.106, +0.033, +0.085, +0.201, +0.248]
[tick  63] L: [+0.498, -0.175, +0.000, +0.000, +0.229, +0.227, +0.023, +0.091, +0.159, +0.244, +0.431, +0.544] R: [+0.249, -0.175, +0.021, +0.000, +0.134, +0.191, +0.070, +0.106, +0.033, +0.085, +0.201, +0.248]
[tick  64] L: [+0.498, -0.175, +0.000, +0.000, +0.229, +0.227, +0.023, +0.091, +0.159, +0.244, +0.431, +0.544] R: [+0.249, -0.175, +0.021, +0.000, +0.134, +0.191, +0.070, +0.106, +0.033, +0.085, +0.201, +0.248]
[tick  65] L: [+0.498, -0.175, +0.000, +0.000, +0.229, +0.227, +0.023, +0.091, +0.159, +0.244, +0.431, +0.544] R: [+0.249, -0.175, +0.021, +0.000, +0.134, +0.191, +0.070, +0.106, +0.033, +0.085, +0.201, +0.248]
[tick  66] L: [+0.498, -0.175, +0.000, +0.000, +0.229, +0.227, +0.023, +0.091, +0.159, +0.244, +0.431, +0.544] R: [+0.249, -0.175, +0.021, +0.000, +0.134, +0.191, +0.070, +0.106, +0.033, +0.085, +0.201, +0.248]
[tick  67] L: [+0.498, -0.175, +0.000, +0.000, +0.229, +0.227, +0.023, +0.091, +0.159, +0.244, +0.431, +0.544] R: [+0.249, -0.175, +0.021, +0.000, +0.134, +0.191, +0.070, +0.106, +0.033, +0.085, +0.201, +0.248]
[tick  68] L: [+0.498, -0.175, +0.000, +0.000, +0.229, +0.227, +0.023, +0.091, +0.159, +0.244, +0.431, +0.544] R: [+0.249, -0.175, +0.021, +0.000, +0.134, +0.191, +0.070, +0.106, +0.033, +0.085, +0.201, +0.248]
[tick  69] L: [+0.498, -0.175, +0.000, +0.000, +0.229, +0.227, +0.023, +0.091, +0.159, +0.244, +0.431, +0.544] R: [+0.249, -0.175, +0.021, +0.000, +0.134, +0.191, +0.070, +0.106, +0.033, +0.085, +0.201, +0.248]
[tick  70] L: [+0.498, -0.175, +0.000, +0.000, +0.229, +0.227, +0.023, +0.091, +0.159, +0.244, +0.431, +0.544] R: [+0.249, -0.175, +0.021, +0.000, +0.134, +0.191, +0.070, +0.106, +0.033, +0.085, +0.201, +0.248]
[tick  71] L: [+0.498, -0.175, +0.000, +0.000, +0.229, +0.227, +0.023, +0.091, +0.159, +0.244, +0.431, +0.544] R: [+0.249, -0.175, +0.021, +0.000, +0.134, +0.191, +0.070, +0.106, +0.033, +0.085, +0.201, +0.248]
[tick  72] L: [+0.498, -0.175, +0.000, +0.000, +0.229, +0.227, +0.023, +0.091, +0.159, +0.244, +0.431, +0.544] R: [+0.249, -0.175, +0.021, +0.000, +0.134, +0.191, +0.070, +0.106, +0.033, +0.085, +0.201, +0.248]
[tick  73] L: [+0.498, -0.175, +0.000, +0.000, +0.229, +0.227, +0.023, +0.091, +0.159, +0.244, +0.431, +0.544] R: [+0.249, -0.175, +0.021, +0.000, +0.134, +0.191, +0.070, +0.106, +0.033, +0.085, +0.201, +0.248]
[tick  74] L: [+0.498, -0.175, +0.000, +0.000, +0.229, +0.227, +0.023, +0.091, +0.159, +0.244, +0.431, +0.544] R: [+0.249, -0.175, +0.021, +0.000, +0.134, +0.191, +0.070, +0.106, +0.033, +0.085, +0.201, +0.248]
[tick  75] L: [+0.498, -0.175, +0.000, +0.000, +0.229, +0.227, +0.023, +0.091, +0.159, +0.244, +0.431, +0.544] R: [+0.249, -0.175, +0.021, +0.000, +0.134, +0.191, +0.070, +0.106, +0.033, +0.085, +0.201, +0.248]
[tick  76] L: [+0.498, -0.175, +0.000, +0.000, +0.229, +0.227, +0.023, +0.091, +0.159, +0.244, +0.431, +0.544] R: [+0.249, -0.175, +0.021, +0.000, +0.134, +0.191, +0.070, +0.106, +0.033, +0.085, +0.201, +0.248]
[tick  77] L: [+0.498, -0.175, +0.000, +0.000, +0.229, +0.227, +0.023, +0.091, +0.159, +0.244, +0.431, +0.544] R: [+0.249, -0.175, +0.021, +0.000, +0.134, +0.191, +0.070, +0.106, +0.033, +0.085, +0.201, +0.248]
[tick  78] L: [+0.498, -0.175, +0.000, +0.000, +0.229, +0.227, +0.023, +0.091, +0.159, +0.244, +0.431, +0.544] R: [+0.249, -0.175, +0.021, +0.000, +0.134, +0.191, +0.070, +0.106, +0.033, +0.085, +0.201, +0.248]
[tick  79] L: [+0.498, -0.175, +0.000, +0.000, +0.229, +0.227, +0.023, +0.091, +0.159, +0.244, +0.431, +0.544] R: [+0.249, -0.175, +0.021, +0.000, +0.134, +0.191, +0.070, +0.106, +0.033, +0.085, +0.201, +0.248]
[tick  80] L: [+0.498, -0.175, +0.000, +0.000, +0.229, +0.227, +0.023, +0.091, +0.159, +0.244, +0.431, +0.544] R: [+0.249, -0.175, +0.021, +0.000, +0.134, +0.191, +0.070, +0.106, +0.033, +0.085, +0.201, +0.248]
[tick  81] L: [+0.498, -0.175, +0.000, +0.000, +0.229, +0.227, +0.023, +0.091, +0.159, +0.244, +0.431, +0.544] R: [+0.249, -0.175, +0.021, +0.000, +0.134, +0.191, +0.070, +0.106, +0.033, +0.085, +0.201, +0.248]
[tick  82] L: [+0.498, -0.175, +0.000, +0.000, +0.229, +0.227, +0.023, +0.091, +0.159, +0.244, +0.431, +0.544] R: [+0.249, -0.175, +0.021, +0.000, +0.134, +0.191, +0.070, +0.106, +0.033, +0.085, +0.201, +0.248]
[tick  83] L: [+0.498, -0.175, +0.000, +0.000, +0.229, +0.227, +0.023, +0.091, +0.159, +0.244, +0.431, +0.544] R: [+0.249, -0.175, +0.021, +0.000, +0.134, +0.191, +0.070, +0.106, +0.033, +0.085, +0.201, +0.248]
[tick  84] L: [+0.498, -0.175, +0.000, +0.000, +0.229, +0.227, +0.023, +0.091, +0.159, +0.244, +0.431, +0.544] R: [+0.249, -0.175, +0.021, +0.000, +0.134, +0.191, +0.070, +0.106, +0.033, +0.085, +0.201, +0.248]
[tick  85] L: [+0.498, -0.175, +0.000, +0.000, +0.229, +0.227, +0.023, +0.091, +0.159, +0.244, +0.431, +0.544] R: [+0.249, -0.175, +0.021, +0.000, +0.134, +0.191, +0.070, +0.106, +0.033, +0.085, +0.201, +0.248]
[tick  86] L: [+0.498, -0.175, +0.000, +0.000, +0.229, +0.227, +0.023, +0.091, +0.159, +0.244, +0.431, +0.544] R: [+0.249, -0.175, +0.021, +0.000, +0.134, +0.191, +0.070, +0.106, +0.033, +0.085, +0.201, +0.248]
[tick  87] L: [+0.498, -0.175, +0.000, +0.000, +0.229, +0.227, +0.023, +0.091, +0.159, +0.244, +0.431, +0.544] R: [+0.249, -0.175, +0.021, +0.000, +0.134, +0.191, +0.070, +0.106, +0.033, +0.085, +0.201, +0.248]
[tick  88] L: [+0.498, -0.175, +0.000, +0.000, +0.229, +0.227, +0.023, +0.091, +0.159, +0.244, +0.431, +0.544] R: [+0.249, -0.175, +0.021, +0.000, +0.134, +0.191, +0.070, +0.106, +0.033, +0.085, +0.201, +0.248]
[tick  89] L: [+0.498, -0.175, +0.000, +0.000, +0.229, +0.227, +0.023, +0.091, +0.159, +0.244, +0.431, +0.544] R: [+0.249, -0.175, +0.021, +0.000, +0.134, +0.191, +0.070, +0.106, +0.033, +0.085, +0.201, +0.248]
[tick  90] L: [+0.498, -0.175, +0.000, +0.000, +0.229, +0.227, +0.023, +0.091, +0.159, +0.244, +0.431, +0.544] R: [+0.249, -0.175, +0.021, +0.000, +0.134, +0.191, +0.070, +0.106, +0.033, +0.085, +0.201, +0.248]
[tick  91] L: [+0.498, -0.175, +0.000, +0.000, +0.229, +0.227, +0.023, +0.091, +0.159, +0.244, +0.431, +0.544] R: [+0.249, -0.175, +0.021, +0.000, +0.134, +0.191, +0.070, +0.106, +0.033, +0.085, +0.201, +0.248]
[tick  92] L: [+0.498, -0.175, +0.000, +0.000, +0.229, +0.227, +0.023, +0.091, +0.159, +0.244, +0.431, +0.544] R: [+0.249, -0.175, +0.021, +0.000, +0.134, +0.191, +0.070, +0.106, +0.033, +0.085, +0.201, +0.248]
[tick  93] L: [+0.498, -0.175, +0.000, +0.000, +0.229, +0.227, +0.023, +0.091, +0.159, +0.244, +0.431, +0.544] R: [+0.249, -0.175, +0.021, +0.000, +0.134, +0.191, +0.070, +0.106, +0.033, +0.085, +0.201, +0.248]
[tick  94] L: [+0.498, -0.175, +0.000, +0.000, +0.229, +0.227, +0.023, +0.091, +0.159, +0.244, +0.431, +0.544] R: [+0.249, -0.175, +0.021, +0.000, +0.134, +0.191, +0.070, +0.106, +0.033, +0.085, +0.201, +0.248]
[tick  95] L: [+0.498, -0.175, +0.000, +0.000, +0.229, +0.227, +0.023, +0.091, +0.159, +0.244, +0.431, +0.544] R: [+0.249, -0.175, +0.021, +0.000, +0.134, +0.191, +0.070, +0.106, +0.033, +0.085, +0.201, +0.248]
